	sdg	author	faculty	year	abstract
480	13	Battiston, Stefano	WWF	2018	Climate Transition Risk and Development Finance: A Carbon Risk Assessment of China's Overseas Energy Portfolios. The role of development finance institutions in low‐income and emerging countries is fundamental to provide long‐term capital for investments in climate mitigation and adaptation. Nevertheless, development finance institutions still lack sound and transparent metrics to assess their projects' exposure to climate risks and their impact on global climate action. To attempt to fill this gap, we develop a novel climate stress‐test methodology for portfolios of loans to energy infrastructure projects. We apply the methodology to the portfolios of overseas energy projects of two main Chinese policy banks. We estimate their exposure to economic and financial shocks that would result in government inability to introduce timely 2°C‐aligned climate policies and from investors' inability to adapt their business to the changing climate and policy environment. We find that the negative shocks are mostly concentrated on coal and oil projects and vary across regions from 4.2 to 22 percent of the total loan value. Given the current leverage of Chinese policy banks, these losses could induce severe financial distress, with implications on macroeconomic and financial stability.
481	13	Battiston, Stefano	WWF	2018	Price and network dynamics in the European carbon market. This paper presents an analysis of the European Emission Trading System as a transaction network. It is shown that, given the lack of well-identified trading institutions, industrial actors had to resort to local connections and financial intermediaries to participate in the market. This gave rise to a hierarchical structure in the transaction network. It is then shown that the asymmetries in the network induced market inefficiencies (e.g., increased bid-ask spread) and informational asymmetries, that have been exploited by central agents at the expense of less central ones. Albeit the efficiency of the market has improved from the beginning of Phase II, the asymmetry persists, imposing unnecessary additional costs on agents and reducing the effectiveness of the market as a mitigation instrument.
482	13	Hémous, David	WWF	2016	Carbon taxes, path dependency, and directed technical change: evidence from the auto industry. Can directed technical change be used to combat climate change? We construct new firm-level panel data on auto industry innovation distinguishing between “dirty” (internal combustion engine) and “clean” (e.g., electric, hybrid, and hydrogen) patents across 80 countries over several decades. We show that firms tend to innovate more in clean (and less in dirty) technologies when they face higher tax-inclusive fuel prices. Furthermore, there is path dependence in the type of innovation (clean/dirty) both from aggregate spillovers and from the firm’s own innovation history. We simulate the increases in carbon taxes needed to allow clean technologies to overtake dirty technologies.
483	13	Ongena, Steven	WWF	2018	"Being Stranded on the Carbon Bubble. Does neglecting the possibility that fossil fuel reserves become “stranded” result in a ""carbon bubble"", i.e., an overvaluation of fossil fuel firms? To address this question, we study whether banks price the climate policy risk. We hand collect global data on corporate fossil fuel reserves, match it with syndicated loans, and subsequently compare the loan rate charged to fossil fuel firms-along their climate policy exposure-to non-fossil fuel firms. We find that before 2015 banks did not price climate policy risk. After 2015, however, the risk is priced, especially for firms holding more fossil fuel reserves. We also provide some evidence that ""green banks"" charge marginally higher loan rates to fossil fuel firms."
484	13	Ongena, Steven	WWF	2018	The carbon bubble and the pricing of bank loans. Neglecting the possibility that fossil fuel reserves can become ‘stranded’ could result in a ‘carbon bubble’ as fossil fuel firms become overvalued. This column studies whether banks price the climate policy risk of fossil fuel firms. Prior to 2015, banks did not appear to price climate policy risk. After 2015, however, the risk is priced to a certain extent, especially for firms holding more fossil fuel reserves.
485	13	Wagner, Alexander	WWF	2018	Does it Pay to be Climate-Responsible in the Trump Era. Even in a climate-adverse political context, the stock market rewards responsible firms. The case for climate investment remains strong.
486	13	Wagner, Alexander	WWF	2018	Stock price rewards for climate saints and sinners. President Trump’s election and the nomination of Scott Pruitt to lead the Environmental Protection Agency changed expectations of US climate change policy. This column uses movements in US stock prices to show that firms with high carbon intensity benefited, as expected, but so did firms with ‘responsible’ strategies on climate change. A significant group of investors raise the value of firms taking a long-term perspective.
487	14	Altermatt, Florian	MNF	2018	Application of Environmental DNA Metabarcoding for Predicting Anthropogenic Pollution in Rivers. Rivers are among the most threatened freshwater ecosystems, and anthropogenic activities are affecting both river structures and water quality. While assessing the organisms can provide a comprehensive measure of a river’s ecological status, it is limited by the traditional morphotaxonomy-based biomonitoring. Recent advances in environmental DNA (eDNA) metabarcoding allow to identify prokaryotes and eukaryotes in one sequencing run, and could thus allow unprecedented resolution. Whether such eDNA-based data can be used directly to predict the pollution status of rivers as a complementation of environmental data remains unknown. Here we used eDNA metabarcoding to explore the main stressors of rivers along which community structure changes, and to identify the method’s potential for predicting pollution status based on eDNA data. We showed that a broad range of taxa in bacterial, protistan, and metazoan communities could be profiled with eDNA. Nutrients were the main driving stressor affecting communities’ structure, alpha diversity, and the ecological network. We specifically observed that the relative abundance of indicative OTUs was significantly correlated with nutrient levels. These OTUs data could be used to predict the nutrient status up to 79% accuracy on testing data sets. Thus, our study gives a novel approach to predicting the pollution status of rivers by eDNA data.
489	14	Altermatt, Florian	MNF	2018	Metacommunities in river networks: The importance of network structure and connectivity on patterns and processes. 1. Rivers are spatially organised into hierarchic dendritic networks. This unique physical structure and the associated directionality of physical flows set them apart from most other environments by regulating the dispersal of resident biota and therefore the distribution of biodiversity. 2. The aim of this special issue is to highlight the importance of the river network on structuring biodiversity, particularly through metacommunity dynamics and associated dispersal processes. 3. The issue covers a wide range of topics, including disease spread, nutrient uptake, trophic dynamics, effects of anthropogenic stressors and the joint roles of dispersal and environmental filtering. Contributions employ a broad range of approaches, including field and laboratory experiments, modelling, population genetics and conceptual synthesis. 4. Although these studies represent just a sample of the research that is being per- formed on biodiversity and metacommunity dynamics in river networks, several important findings have emerged; a common theme being that the structure of the network and spatial dynamics clearly influence the dynamics of populations and communities, and their functions. By taking a broad taxonomic focus (from diatoms and protists to fish), and spanning a large geographic gradient (from the tropics to the subarctic), this special issue provides a broad look at the dynamics that occur in river networks relating to their unique makeup. We hope that this selection of studies spurs additional research on these interesting, globally impor- tant, yet severely threatened ecological systems.
490	14	Altermatt, Florian	MNF	2018	Species turnover and invasion of dominant freshwater invertebrates alter biodiversity–ecosystem-function relationship. Freshwater ecosystems rely on allochthonous resources. Integration of these subsidies depends on diversity of both terrestrial resources and aquatic shredder and decomposer communities, but the diversity effects on leaf litter breakdown and decomposition are less clear in aquatic than terrestrial ecosystems. We need a better understanding of this relationship because aquatic communities are rapidly changing with species invasions and anthropogenic impacts. Here, we experimentally disentangled the effects of leaf and shredder richness on leaf litter breakdown by macroinvertebrates in mesocosm experiments using three species of amphipods, a dominant guild of crustaceans in European freshwater ecosystems. Increased leaf richness led to lower-than-predicted leaf consumption by native shredders, with mixed evidence of resource-switching or prioritization of preferred food items within a leaf mix. Higher shredder species richness never promoted leaf consumption rates compared to predictions from relevant single-species experiments, and instead sometimes substantially decreased leaf consumption. We then conducted a meta-analysis of leaf litter consumption rates by seven widely distributed amphipod species (the three used in the experiments and four additional species). As expected based on our own experiments, nonnative amphipod species generally had lower biomass- adjusted leaf litter consumption rates, although their larger body size led to higher per-individual leaf consumption rates. Contamination of the water by metals, pesticides, and other chemicals additionally significantly decreased leaf litter consumption by multiple native and nonnative species compared to unpolluted systems. While the meta-analysis suggested that litter consumption, and thus breakdown, would decline if native shredders are replaced by nonnative heterospecifics, complete species replacement is not the only outcome following immigration in a meta-community context. Our experiments suggest that breakdown rates could remain reasonably high where native species coexist with nonnative arrivals. Experiments that neglect the ecological realism of species coexistence will necessarily mischaracterize effects on ecosystem functioning.
491	14	Altermatt, Florian	MNF	2018	The future of biotic indices in the ecogenomic era: Integrating (e)DNA metabarcoding in biological assessment of aquatic ecosystems. The bioassessment of aquatic ecosystems is currently based on various biotic indices that use the occurrence and/ or abundance of selected taxonomic groups to define ecological status. These conventional indices have some limitations, often related to difficulties in morphological identification of bioindicator taxa. Recent development of DNA barcoding and metabarcoding could potentially alleviate some of these limitations, by using DNA sequences instead of morphology to identify organisms and to characterize a given ecosystem. In this paper, we review the structure of conventional biotic indices, and we present the results of pilot metabarcoding studies using environmental DNA to infer biotic indices. We discuss the main advantages and pitfalls of metabarcoding approaches to assess parameters such as richness, abundance, taxonomic composition and species ecological values, to be used for calculation of biotic indices. We present some future developments to fully exploit the potential of metabarcoding data and improve the accuracy and precision of their analysis. We also propose some recommendations for the future integration of DNA metabarcoding to routine biomonitoring programs.
494	14	Bascompte, Jordi	MNF	2016	Anthropogenic effects are associated with a lower persistence of marine food webs. Marine coastal ecosystems are among the most exposed to global environmental change, with reported effects on species biomass, species richness and length of trophic chains. By combining a biologically informed food-web model with information on anthropogenic influences in 701 sites across the Caribbean region, we show that fishing effort, human density and thermal stress anomaly are associated with a decrease in local food-web persistence. The conservation status of the site, in turn, is associated with an increase in food-web persistence. Some of these associations are explained through effects on food-web structure and total community biomass. Our results unveil a hidden footprint of human activities. Even when food webs may seem healthy in terms of the presence and abundance of their constituent species, they may be losing the capacity to withstand further environmental degradation.
496	14	Ozgul, Arpat	MNF	2017	Life-history responses to environmental change revealed by resurrected rotifers from a historically polluted lake. Life-history adaptations to environmental change can be studied retrospectively in organisms that produce dormant propagules using methods of resurrection ecology. Here, we investigated such responses in a planktonic freshwater rotifer, Brachionus calyciflorus. We resurrected 14 clonal lineages from resting eggs extracted from three distinct sediment layers—representing periods of high, medium and low copper pollution—of a previously contaminated lake (Lake Orta, Italy). We exposed the resurrected clones to four copper concentrations over 14 days and recorded population densities at 48 h intervals. If the original populations in Lake Orta had adapted to the changing pollution levels, we expected to find demographic evidence of this adaptation in the resurrected lineages. However, we found high clonal variation in population-growth dynamics, which was more pronounced within than between pollution periods. Moreover, intrinsic population growth rates (r) increased chronologically. As such, the results did not reveal signs of adaptive evolution. Furthermore, we found that lineages from the period of medium copper pollution invested less into sexual reproduction than lineages from the other periods. By using this bio-demographic perspective, our analysis of resurrected rotifers provides insights into the life-history responses of an aquatic invertebrate in an ever-changing environment.
497	14	Ozgul, Arpat	MNF	2016	Demographic cost and mechanisms of adaptation to environmental stress in resurrected Daphnia. A characteristic feature of the Daphnia (Crustacea: Cladocera) life cycle are the so-called ephippia, which are fertilised eggs that need to undergo diapause. When they are shed by the female, they sink to the lake bottom, where they may become embedded in the sediment and may remain viable for decades. Extracting and hatching ephippia in the laboratory and subjecting resurrected lineages to conditions representative of historic lake environments allows retrospective investigation of life-history responses to environmental change. Here we reanalyse data from such a resurrection experiment (Piscia et al., 2015: Bull. Environ. Contam. Toxicol. 94:46–51). Contemporary and past lineages of Daphnia galeata Sars 1863 were obtained from Lake Orta (Italy), a deep, subalpine lake with a well-documented history of industrial copper pollution. Experimental Daphnia were subjected to three copper treatments representative of two levels of historic as well as to current (i.e., unpolluted) lake conditions, and life-table data were collected. With these data at hand, we first estimated vital rates (survival, maturation, and reproduction) and used these rates to project the asymptotic population growth rates (λ) for each population-by-treatment combination. Next, we performed a retrospective decomposition to estimate the contributions of the vital rates to observed differences in λ. Finally, we used elasticity analysis to explore the functional relationship between λ and each of the vital rates. We found that survival rates were only compromised at elevated copper levels. Moreover, past, resurrected Daphnia had a higher λ at low copper concentrations compared to unpolluted conditions, but a lower λ when exposed to high copper levels. Contemporary Daphnia, on the other hand, only reproduced successfully in unpolluted water. Under these conditions, however, they had a higher population growth rate than the past Daphnia, suggesting a cost of copper tolerance in the latter. This cost was mainly due to a lower probability of reproduction and reduced fecundity, whereas survival rates contributed only little to differences in λ. Finally, we found higher elasticity values of λ to survival than to reproductive rates. This suggests that any change in the environment that will affect survival rather than reproductive parameters will have a much larger impact on Lake Orta’s current Daphnia population.
498	14	Ozgul, Arpat	MNF	2016	Rotifers in Lake Orta: a potential ecological and evolutionary model system. Lake Orta experienced for a few decades a unique history of chronic pollution, with extreme changes in pH and copper concentration. Currently, the lake has recovered to its almost pristine oligotrophic conditions, but its sediments still preserve the record of all the changes that happened since the establishment of the first polluting factories in the 1920s, through to the liming activities in 1989-1990, and to the recovery phase that is still going on. Here we review the current knowledge for Lake Orta regarding rotifers, a diverse component of the zooplankton of the lake, through studies on living organisms and on their resting stages accumulated in the sediments. We also report a brief review of what is known in general on the effects of changes in pH and copper concentration on rotifers at the population, species and community level, providing expectations for such effects on the rotifers of Lake Orta. Then, we conclude our review with a perspective on the potential use of rotifers hatched from the resting stages in the sediment of Lake Orta with the description of experiments that can be performed in the future in the framework of resurrection ecology, in order to understand the mechanisms of past and future changes in the environment.
499	14	Pernthaler, Jakob	MNF	2016	Prolongation, deepening and warming of the metalimnion change habitat conditions of the harmful filamentous cyanobacterium Planktothrix rubescens in a prealpine lake. The most prominent responses of Lake Zurich to climate warming include the increase of surface water temperatures, a reduced depth of spring mixing, and the persistent thriving of the harmful cyanobacterium Planktothrix rubescens, a low-light adapted species concentrating in the metalimnion during summer. To study changes of its habitat, we assessed the spatio-temporal metalimnetic boundaries by applying low-pass filtering and binary thresholding to temperature profiles of long-term data (1978–2013, weekly measurements). Due to increasing temperatures over the last 3.5 decades, the onset and duration of metalimnion formation changed significantly (stratification increased by 33 days). Moreover, the upper metalimnetic boundary has undergone a significant drawdown of 2.3 m, accounting for an overall decrease in metalimnion thickness. Being the most abundant species in this zone, P. rubescens was not negatively affected by altered temporal or spatial stratification patterns during its phase of net growth (July–September), as the zone of its optimal light-dependent buoyancy was still located within the metalimnion. The biomass of P. rubescens in August was even significantly related to increasing temperatures. Nevertheless, a further depression of the metalimnetic top boundary may eventually restrict P. rubescens by forcing it into layers of unfavourable light conditions or into the turbulent epilimnetic zone.
500	14	Pernthaler, Jakob	MNF	2014	Molecular effects of the cyanobacterial toxin cyanopeptolin (CP1020) occurring in algal blooms: Global transcriptome analysis in zebrafish embryos. Higher water temperatures due to climate change combined with eutrophication of inland waters promote cyanobacterial blooms. Some of the cyanobacteria produce toxins leading to drinking water contamination and fish poisoning on a global scale. Here, we focused on the molecular effects of the cyanobacterial oligopeptide cyanopeptolin CP1020, produced by Microcystis and Planktothrix strains, by means of whole-genome transcriptomics. Exposure of 72 hpf old zebrafish embryos for 96 h to 100 and 1,000 μg/L CP1020 resulted in differential transcriptional alteration of 396 and 490 transcripts (fold change ≥ 2), respectively, of which 68 gene transcripts were common. These belong to genes related to various important biological and physiological pathways. Most clearly affected were pathways related to DNA damage recognition and repair, circadian rhythm and response to light. Validation by RT-qPCR showed dose-dependent transcriptional alterations of genes belonging to DNA damage and repair and regulation of circadian rhythm. This leads to the hypothesis that CP1020 acts on DNA and has neurotoxic activity. This transcriptome analysis leads to the identification of novel and unknown molecular effects of this cyanobacterial toxin, including neurotoxicity, which may have important consequences for humans consuming contaminated drinking water.
501	14	Petchey, Owen L	MNF	2019	Warming reduces the effects of enrichment on stability and functioning across levels of organisation in an aquatic microbial ecosystem. Warming and nutrient enrichment are major environmental factors shaping ecological dynamics. However, cross‐scale investigation of their combined effects by linking theory and experiments is lacking. We collected data from aquatic microbial ecosystems investigating the interactive effects of warming (constant and rising temperatures) and enrichment across levels of organisation and contrasted them with community models based on metabolic theory. We found high agreement between our observations and theoretical predictions: we observed in many cases the predicted antagonistic effects of high temperature and high enrichment across levels of organisation. Temporal stability of total biomass decreased with warming but did not differ across enrichment levels. Constant and rising temperature treatments with identical mean temperature did not show qualitative differences. Overall, we conclude that model and empirical results are in broad agreement due to robustness of the effects of temperature and enrichment, that the mitigating effects of temperature on effects of enrichment may be common, and that models based on metabolic theory provide qualitatively robust predictions of the combined ecological effects of enrichment and temperature.
502	14	Petchey, Owen L	MNF	2018	Environmental change and predator diversity drive alpha and beta diversity in freshwater macro and microorganisms. Global biodiversity is eroding due to anthropogenic causes, such as climate change, habitat loss, and trophic simplification of biological communities. Most studies address only isolated causes within a single group of organisms; however, biological groups of different trophic levels may respond in particular ways to different environmental impacts. Our study used natural microcosms to investigate the predicted individual and interactive effects of warming, changes in top predator diversity, and habitat size on the alpha and beta diversity of macrofauna, microfauna, and bacteria. Alpha diversity (i.e., richness within each bromeliad) generally explained a larger proportion of the gamma diversity (partitioned in alpha and beta diversity). Overall, dissimilarity between communities occurred due to species turnover and not species loss (nestedness). Nevertheless, the three biological groups responded differently to each environmental stressor. Microfauna were the most sensitive group, with alpha and beta diversity being affected by environmental changes (warming and habitat size) and trophic structure (diversity of top predators). Macrofauna alpha and beta diversity was sensitive to changes in predator diversity and habitat size, but not warming. In contrast, the bacterial community was not influenced by the treatments. The community of each biological group was not mutually concordant with the environmental and trophic changes. Our results demonstrate that distinct anthropogenic impacts differentially affect the components of macro and microorganism diversity through direct and indirect effects (i.e., bottom‐up and top‐down effects). Therefore, a multitrophic and multispecies approach is necessary to assess the effects of different anthropogenic impacts on biodiversity.
503	14	Petchey, Owen L	MNF	2015	Substratum-dependent responses of ciliate assemblages to temperature: a natural experiment in Icelandic streams. 1. Ciliate assemblages play a significant role in the microbial food web. The effects of environmental temperature on assemblage composition may be influenced by abiotic factors such as seasonality and disturbance, but the effects of temperature on ciliate assemblages found on different substrata have not been explored. Sandy bottoms and submerged rocks harbour dissimilar ciliate assemblages, and it might be expected that their ciliate assemblages will respond differently to temperature. 2. We studied how alpha diversity, beta diversity and total biomass of ciliate protist assemblages found on sandy bottoms and submerged rocks differed in 13 geothermally heated streams in Iceland whose mean temperatures range from 5 to 20 °C. We recorded number of operational taxonomic units (OTUs) and measured the size of cells in ciliate assemblages from both substrata. 3. Effects of temperature on natural ciliate assemblages were substratum dependent. On rock surfaces, both total ciliate biomass and alpha diversity declined with increasing temperature, and beta diversity increased with increasing temperature difference due to OTU nestedness (assemblages from warm streams being composed chiefly of subsets of the OTUs found in colder streams). In sandy substrata, however, ciliate assemblage composition was independent of temperature. 4. Substratum-specific responses may be due to differences in mechanical disturbance, nutrient availability or exposure to invertebrate grazers. Rock-surface assemblages may be more exposed to the flow and retain less nutrient than those of sandy substratum; thus, they may be more strongly resource limited and more responsive to direct effects of temperature on metabolism. Alternatively, rock-surface assemblages may be more exposed to grazing by invertebrates, which intensifies with temperature. 5. Our study highlights the need to account for environmental context such as substratum type to fully understand the effect of temperature on microbial assemblages in streams. Future increases in global temperatures may affect fresh waters differently depending on their prevalent substratum. Those dominated by hard substrata may have their ciliate assemblages, and thus, food-web structures and ecosystem functioning more strongly affected by warming relative to systems dominated by soft substrata.
504	14	Petchey, Owen L	MNF	2014	Inferring the temperature dependence of population parameters: the effects of experimental design and inference algorithm. Understanding and quantifying the temperature dependence of population parameters, such as intrinsic growth rate and carrying capacity, is critical for predicting the ecological responses to environmental change. Many studies provide empirical estimates of such temperature dependencies, but a thorough investigation of the methods used to infer them has not been performed yet. We created artificial population time series using a stochastic logistic model parameterized with the Arrhenius equation, so that activation energy drives the temperature dependence of population parameters. We simulated different experimental designs and used different inference methods, varying the likelihood functions and other aspects of the parameter estimation methods. Finally, we applied the best performing inference methods to real data for the species Paramecium caudatum. The relative error of the estimates of activation energy varied between 5% and 30%. The fraction of habitat sampled played the most important role in determining the relative error; sampling at least 1% of the habitat kept it below 50%. We found that methods that simultaneously use all time series data (direct methods) and methods that estimate population parameters separately for each temperature (indirect methods) are complementary. Indirect methods provide a clearer insight into the shape of the functional form describing the temperature dependence of population parameters; direct methods enable a more accurate estimation of the parameters of such functional forms. Using both methods, we found that growth rate and carrying capacity of Paramecium caudatum scale with temperature according to different activation energies. Our study shows how careful choice of experimental design and inference methods can increase the accuracy of the inferred relationships between temperature and population parameters. The comparison of estimation methods provided here can increase the accuracy of model predictions, with important implications in understanding and predicting the effects of temperature on the dynamics of populations.
505	15	Altermatt, Florian	MNF	2018	Biodiversity increases and decreases ecosystem stability. Losses and gains in species diversity affect ecological stability1,2,3,4,5,6,7 and the sustainability of ecosystem functions and services8,9,10,11,12,13. Experiments and models have revealed positive, negative and no effects of diversity on individual components of stability, such as temporal variability, resistance and resilience2,3,6,11,12,14. How these stability components covary remains poorly understood15. Similarly, the effects of diversity on overall ecosystem stability16, which is conceptually akin to ecosystem multifunctionality17,18, remain unknown. Here we studied communities of aquatic ciliates to understand how temporal variability, resistance and overall ecosystem stability responded to diversity (that is, species richness) in a large experiment involving 690 micro-ecosystems sampled 19 times over 40 days, resulting in 12,939 samplings. Species richness increased temporal stability but decreased resistance to warming. Thus, two stability components covaried negatively along the diversity gradient. Previous biodiversity manipulation studies rarely reported such negative covariation despite general predictions of the negative effects of diversity on individual stability components3. Integrating our findings with the ecosystem multifunctionality concept revealed hump- and U-shaped effects of diversity on overall ecosystem stability. That is, biodiversity can increase overall ecosystem stability when biodiversity is low, and decrease it when biodiversity is high, or the opposite with a U-shaped relationship. The effects of diversity on ecosystem multifunctionality would also be hump- or U-shaped if diversity had positive effects on some functions and negative effects on others. Linking the ecosystem multifunctionality concept and ecosystem stability can transform the perceived effects of diversity on ecological stability and may help to translate this science into policy-relevant information.
506	15	Altermatt, Florian	MNF	2018	Cross-ecosystem carbon flows connecting ecosystems worldwide. Ecosystems are widely interconnected by spatial flows of material, but the overall importance of these flows relative to local ecosystem functioning remains unclear. Here we provide a quan- titative synthesis on spatial flows of carbon connecting ecosystems worldwide. Cross- ecosystem flows range over eight orders of magnitude, bringing between 10−3 and 105 gC m−2 year−1 to recipient ecosystems. Magnitudes are similar to local fluxes in freshwater and benthic ecosystems, but two to three orders of magnitude lower in terrestrial systems, demonstrating different dependencies on spatial flows among ecosystem types. The strong spatial couplings also indicate that ecosystems are vulnerable to alterations of cross-ecosystem flows. Thus, a reconsideration of ecosystem functioning, including a spatial perspective, is urgently needed.
507	15	Altermatt, Florian	MNF	2018	Genomics meets remote sensing in global change studies: monitoring and predicting phenology, evolution and biodiversity. Although the monitoring and prediction of ecosystem dynamics under global change have been extensively assessed, large gaps remain in our knowledge, including a need for concepts in rapid evolution and phenotypic plasticity, and a lack of large-scale and long-term monitoring. Recent genomic studies using the model species Arabidopsis predict that plastic and evolutionary changes in phenology may affect plant reproduction. We propose that three genomic-scale methods would enhance global change studies. First, genome-wide RNA sequencing enables monitoring of diverse functional traits and phenology. Second, sequencing of DNA variants highlights the importance of genetic variation and evolution. Third, DNA metabarcoding provides efficient and unbiased ecosystem monitoring. Integrating these genomic-scale studies with remote sensing will promote the understanding and prediction of biodiversity change.
509	15	Altermatt, Florian	MNF	2017	Bridging ecology and conservation: from ecological networks to ecosystem function. Summary 1. Current approaches to conservation may be inadequate to maintain ecosystem integrity because they are mostly based on rarity status of organisms rather than functional signifi- cance. Alternatively, approaches focusing on the protection of ecological networks lead to more appropriate conservation targets to maintain ecosystem integrity. 2. We propose that a shift in focus from species to interaction networks is necessary to achieve pressing conservation management and restoration ecology goals of conserving biodi- versity, ecosystem processes and ultimately landscape-scale delivery of ecosystem services. 3. Using topical examples from the literature, we discuss historical and conceptual advances, current challenges and ways to move forward. We also propose a road map to ecological net- work conservation, providing a novel ready to use approach to identify clear conservation targets with flexible data requirements. 4. Synthesis and applications. Integration of how environmental and spatial constraints affect the nature and strength of local interaction networks will improve our ability to predict their response to change and to conserve them. This will better protect species, ecosystem pro- cesses, and the resulting ecosystem services we depend on.
510	15	Bascompte, Jordi	MNF	2018	Comparing species interaction networks along environmental gradients. Knowledge of species composition and their interactions, in the form of interaction networks, is required to understand processes shaping their distribution over time and space. As such, comparing ecological networks along environmental gradients represents a promising new research avenue to understand the organization of life. Variation in the position and intensity of links within networks along environmental gradients may be driven by turnover in species composition, by variation in species abundances and by abiotic influences on species interactions. While investigating changes in species composition has a long tradition, so far only a limited number of studies have examined changes in species interactions between networks, often with differing approaches. Here, we review studies investigating variation in network structures along environmental gradients, highlighting how methodological decisions about standardization can influence their conclusions. Due to their complexity, variation among ecological networks is frequently studied using properties that summarize the distribution or topology of interactions such as number of links, connectance, or modularity. These properties can either be compared directly or using a procedure of standardization. While measures of network structure can be directly related to changes along environmental gradients, standardization is frequently used to facilitate interpretation of variation in network properties by controlling for some co-variables, or via null models. Null models allow comparing the deviation of empirical networks from random expectations and are expected to provide a more mechanistic understanding of the factors shaping ecological networks when they are coupled with functional traits. As an illustration, we compare approaches to quantify the role of trait matching in driving the structure of plant-hummingbird mutualistic networks, i.e. a direct comparison, standardized by null models and hypothesis-based metaweb. Overall, our analysis warns against a comparison of studies that rely on distinct forms of standardization, as they are likely to highlight different signals. Fostering a better understanding of the analytical tools available and the signal they detect will help produce deeper insights into how and why ecological networks vary along environmental gradients.
511	15	Bascompte, Jordi	MNF	2018	Ecological succession drives the structural change of seed-rodent interaction networks in fragmented forests. While deforestation and fragmentation can cause massive species loss in forest ecosystems, forest regeneration can also drive successional changes in species composition. Although studies have sometimes documented the effects of these compositional changes on interspecific interactions, few studies have investigated changes in the structure of plant-animal networks. We investigated how interaction networks of assemblages of rodents and tree seeds changed with forest fragmentation and succession in a subtropical region. We compared seed-rodent interactions between 14 secondary forest patches that ranged in area from 2 to 58 ha, and from 10 to at least 100 years old, representing a successional gradient. We expected that deforestation and fragmentation would reduce seed production and diversify rodent communities, resulting in higher interaction strengths and connectivity, but weak nestedness (i.e., specialists interact with subsets of the species interaction of generalists). We measured the frequency of rodents eating and removing seeds (interaction strength) in each patch during 3 successive years, using seed tagging and infrared camera trapping, and calculated the properties of the seed-rodent networks. We found that the relative abundances of seeds and rodents changed with stand age not patch size, as did seed-rodent interactions: older patches produced more seeds, contained fewer individuals and species of rodents, and had seed-rodent networks with lower connectance and interaction strength, but higher nestedness. Connectance and interaction strength decreased with metabolic per capita seed availability (as measured by seed energy value); nestedness increased with seed richness, but decreased with rodent abundance. At species level, we found stand age and patch size showed significant effects on seed or rodent abundance of a few species. We also found seed coat thickness and starch contents had significant effects on network metrics. Our results suggest that during succession after deforestation, seed-rodent interactions in these sub-tropical forests change from a state dominated by high seed removal and highly connected seed-rodent networks to a state with more seeds and highly nested networks. From a management perspective of our study region, succession age, not fragment size, and network structure should be paid more attention so as to facilitate the restoration processes of degraded forests. Rodent management should be applied to protect native forest species and exclude incursive ones from farmlands and human residences at early succession stage.
513	15	Conti, Elena	MNF	2017	How do cold-adapted plants respond to climatic cycles. Understanding the effects of past climatic fluctuations on the distribution and population-size dynamics of cold-adapted species is essential for predicting their responses to ongoing global climate change. In spite of the heterogeneity of cold-adapted species, two main contrasting hypotheses have been proposed to explain their responses to Late Quaternary glacial cycles, namely, the interglacial contraction versus the interglacial expansion hypotheses. Here, we use the cold-adapted plant Primula farinosa to test two demographic models under each of the two alternative hypotheses and a fifth, null model. We first approximate the time and extent of demographic contractions and expansions during the Late Quaternary by projecting species distribution models across the last 72 ka. We also generate genome-wide sequence data using a Reduced Representation Library approach to reconstruct the spatial structure, genetic diversity, and phylogenetic relationships of lineages within P. farinosa. Finally, by integrating the results of climatic and genomic analyses in an Approximate Bayesian Computation framework, we propose the most likely model for the extent and direction of population-size changes in P. farinosa through the Late Quaternary. Our results support the interglacial expansion of P. farinosa, differing from the prevailing paradigm that the observed distribution of cold-adapted species currently fragmented in high altitude and latitude regions reflects the consequences of postglacial contraction processes. [Approximate Bayesian computation; climate change; hindcasting; Late Quaternary glacial cycles; paleoclimate; Reduced Representation Library; species distribution models.]
514	15	Conti, Elena	MNF	2017	The contribution of cold air pooling to the distribution of a rare and endemic plant of the Alps. Background: The topographic complexity typical of alpine landscapes creates a variety of (micro)climatic conditions that may mitigate the effects of a warming climate on alpine plants via such mechanisms as cold air pooling (CAP). Aims: Our primary objectives were to (1) assess whether landscape potential for CAP as a predictor improved species distribution models (SDMs) projections and (2) quantify the impact of CAP on the microclimate experienced by alpine plants compared to the macroclimate. Methods: We selected the Maritime Alps as our study area, located on the French–Italian border, and its rare endemic plant, Saxifraga florulenta, as model taxon. We generated a spatial layer in GIS (Geographic Information System) that reflected the potential of the landscape for CAP and ran five SDM algorithms with and without CAP layer as a predictor. Second, we recorded the microclimate plants experience with temperature loggers. Results: CAP as a predictor decreased the omission error of SDMs, mostly at low and mid elevations, where topography may buffer extreme temperatures, resulting in a more stable microclimate compared to macroclimate. Conclusions: We have shown that plants in an alpine landscape may be less exposed to climate warming than predicted by macroclimate. Topo-climatic GIS layers for SDM projections in mountain environments should integrate such physical mechanisms as CAP.
